year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,brands,car_names,variants,insurance
2019,869999,40000,Diesel,Individual,Manual,First Owner,23.0 kmpl,1498 CC,98.96 bhp,5.0,Ford,EcoSport,1.5 Diesel Trend Plus BSIV,Comprehensive
2011,275000,50000,Diesel,Individual,Manual,First Owner,21.12 kmpl,1248 CC,88.8 bhp,5.0,Tata,Manza,Aura (ABS) Quadrajet BS IV,Comprehensive
2017,630000,25000,Petrol,Individual,Manual,Second Owner,18.6 kmpl,1197 CC,81.83 bhp,5.0,Hyundai,i20,1.2 Asta Option,Third Party
2008,150000,60000,Petrol,Individual,Manual,Second Owner,13.4 kmpl,1794 CC,125 bhp,5.0,Toyota,Corolla,H2,Comprehensive
2016,315000,25000,Petrol,Individual,Manual,First Owner,22.74 kmpl,796 CC,47.3 bhp,5.0,Maruti,Alto,800 LXI,Third Party
2011,189000,70000,Diesel,Individual,Manual,Second Owner,23.57 kmpl,1396 CC,70 bhp,5.0,Tata,Indigo,CR4,Comprehensive
2014,580000,120000,Diesel,Individual,Manual,First Owner,23.4 kmpl,1248 CC,74 bhp,5.0,Maruti,Swift,Dzire VDI,Comprehensive
2018,825000,35000,Diesel,Individual,Manual,First Owner,24.3 kmpl,1248 CC,88.5 bhp,5.0,Maruti,Vitara,Brezza VDi,Third Party
2016,650000,60000,Diesel,Individual,Manual,Second Owner,14.1 kmpl,2179 CC,148 bhp,7.0,Tata,Safari,Storme VX,Comprehensive
2004,50000,62000,Petrol,Individual,Manual,Second Owner,13.0 kmpl,1343 CC,90 bhp,5.0,Honda,City,1.3 EXI,Third Party
2011,200000,120000,Petrol,Individual,Manual,Second Owner,16.25 kmpl,1198 CC,73.9 bhp,5.0,Skoda,Fabia,1.2 MPI Ambition,Comprehensive
2013,135000,120000,Diesel,Individual,Manual,Third Owner,15.42 kmpl,1405 CC,70 bhp,7.0,Tata,Venture,LX 7 Str,Comprehensive
2017,680000,80000,Diesel,Individual,Manual,First Owner,22.54 kmpl,1396 CC,88.73 bhp,5.0,Hyundai,i20,2015-2017 Sportz 1.4 CRDi,Third Party
2017,670000,80000,Diesel,Individual,Manual,First Owner,22.54 kmpl,1396 CC,88.73 bhp,5.0,Hyundai,i20,1.4 Sportz,Comprehensive
2010,1000000,60000,Diesel,Individual,Automatic,First Owner,16.73 kmpl,1995 CC,218 bhp,5.0,BMW,5,Series 525d,Third Party
2010,240000,80000,Petrol,Individual,Manual,Second Owner,20.92 kmpl,998 CC,67.1 bhp,5.0,Maruti,Alto,K10 2010-2014 VXI,Comprehensive
2014,555000,147279,Diesel,Individual,Manual,Second Owner,17.0 kmpl,2200 CC,139.01 bhp,7.0,Force,One,SX ABS 7 Seating,Comprehensive
2013,455000,98000,Diesel,Individual,Manual,First Owner,20.5 kmpl,1598 CC,103.5 bhp,5.0,Skoda,Rapid,1.6 TDI Ambition Plus,Third Party
2018,750000,25000,Diesel,Individual,Manual,First Owner,28.4 kmpl,1248 CC,74.02 bhp,5.0,Maruti,Swift,Dzire VDI,Comprehensive
2016,700000,90000,Diesel,Individual,Automatic,First Owner,26.59 kmpl,1248 CC,74 bhp,5.0,Maruti,Swift,Dzire AMT ZDI,Third Party
2016,220000,22000,Petrol,Individual,Automatic,First Owner,21.9 kmpl,624 CC,37.48 bhp,4.0,Tata,Nano,XTA,Comprehensive
2014,160000,120000,Diesel,Individual,Manual,First Owner,25.0 kmpl,1396 CC,69 bhp,5.0,Tata,Indica,V2 eLX,Comprehensive
2013,225000,100000,Diesel,Individual,Manual,Second Owner,22.1 kmpl,1248 CC,76.9 bhp,5.0,Chevrolet,Sail,Hatchback Diesel,Third Party
2008,140000,120000,Diesel,Individual,Manual,Second Owner,19.09 kmpl,1396 CC,69 bhp,5.0,Tata,Indigo,CS LX (TDI) BS III,Comprehensive
2014,600000,70000,Diesel,Individual,Manual,Second Owner,23.4 kmpl,1248 CC,74 bhp,5.0,Maruti,Swift,Dzire VDI,Third Party
2015,1000000,24700,Diesel,Individual,Manual,First Owner,16.0 kmpl,2179 CC,140 bhp,7.0,Mahindra,XUV500,W10 2WD,Comprehensive
2008,65000,100000,Petrol,Individual,Manual,Third Owner,18.0 kmpl,995 CC,62 bhp,5.0,Chevrolet,Spark,1.0 LS,Comprehensive
2019,500000,10000,Petrol,Individual,Manual,First Owner,20.89 kmpl,1197 CC,81.80 bhp,5.0,Maruti,Ignis,1.2 Delta BSIV,Third Party
2017,1150000,43526,Diesel,Dealer,Manual,First Owner,16.0 kmpl,2179 CC,140 bhp,7.0,Mahindra,XUV500,W6 2WD,Comprehensive
2012,320000,55885,Petrol,Dealer,Manual,First Owner,16.25 kmpl,1198 CC,75 bhp,5.0,Skoda,Fabia,1.2 MPI Ambition Plus,Third Party
2019,950000,16034,Diesel,Dealer,Manual,First Owner,21.7 kmpl,1498 CC,98.96 bhp,5.0,Ford,Ecosport,1.5 Diesel Titanium,Comprehensive
2012,250000,156040,Diesel,Dealer,Manual,First Owner,20.0 kmpl,1399 CC,68 bhp,5.0,Ford,Figo,Diesel EXI,Comprehensive
2004,400000,93415,Diesel,Dealer,Manual,First Owner,13.1 kmpl,2499 CC,141 bhp,7.0,Ford,Endeavour,2.5L 4X2 MT,Third Party
2008,1100000,122000,Diesel,Individual,Automatic,Second Owner,18.48 kmpl,1995 CC,177 bhp,5.0,BMW,5,Series 520d,Comprehensive
2017,600000,20000,Diesel,Individual,Manual,First Owner,27.39 kmpl,1248 CC,74 bhp,5.0,Maruti,Baleno,Delta 1.3,Third Party
2017,509999,46000,Petrol,Individual,Manual,First Owner,22.0 kmpl,1197 CC,81.80 bhp,5.0,Maruti,Swift,VVT VXI,Comprehensive
2016,395000,50000,Petrol,Individual,Manual,Third Owner,15.41 kmpl,1598 CC,103.2 bhp,5.0,Skoda,Rapid,1.6 MPI Active BSIV,Comprehensive
2018,469000,5000,Petrol,Individual,Manual,First Owner,21.79 kmpl,998 CC,67.05 bhp,5.0,Maruti,Wagon,R VXI,Third Party
2017,250000,42000,Petrol,Individual,Manual,First Owner,24.7 kmpl,796 CC,47.3 bhp,5.0,Maruti,Alto,800 LX Optional,Comprehensive
2011,130000,68519,Petrol,Dealer,Manual,First Owner,16.2 kmpl,995 CC,62.1 bhp,5.0,Chevrolet,Spark,1.0 LT,Third Party
2019,906000,30000,Diesel,Individual,Manual,First Owner,23.0 kmpl,1498 CC,98.96 bhp,5.0,Ford,EcoSport,1.5 Diesel Titanium Plus BSIV,Comprehensive
2011,160000,85000,Diesel,Individual,Manual,First Owner,20.0 kmpl,1399 CC,68 bhp,5.0,Ford,Figo,Diesel ZXI,Comprehensive
2012,300000,88000,Petrol,Individual,Manual,First Owner,17.5 kmpl,1298 CC,85.8 bhp,5.0,Maruti,Swift,Dzire VXi,Third Party
2010,60000,100000,Petrol,Individual,Manual,Fourth & Above Owner,14.0 kmpl,796 CC,37.5 bhp,5.0,Maruti,800,Uniq,Comprehensive
2014,400000,100000,Petrol,Individual,Manual,Second Owner,19.1 kmpl,1197 CC,85.8 bhp,5.0,Maruti,Swift,Dzire VXI,Third Party
2018,450000,22966,Petrol,Dealer,Manual,First Owner,23.84 kmpl,1199 CC,84.48 bhp,5.0,Tata,Tiago,XT,Comprehensive
2014,465000,80000,Diesel,Individual,Manual,Second Owner,15.96 kmpl,2523 CC,62.1 bhp,7.0,Mahindra,Bolero,2011-2019 SLX,Comprehensive
2012,325000,80000,Diesel,Individual,Manual,Second Owner,22.9 kmpl,1248 CC,74 bhp,5.0,Maruti,Swift,VDI,Third Party
2008,150000,70000,Petrol,Individual,Manual,Second Owner,19.7 kmpl,796 CC,46.3 bhp,5.0,Maruti,Alto,LXi,Comprehensive
2014,250000,2350,Petrol,Individual,Manual,First Owner,21.1 kmpl,814 CC,55.2 bhp,5.0,Hyundai,EON,Era Plus,Third Party
2011,175000,50000,Petrol,Individual,Manual,First Owner,19.7 kmpl,796 CC,46.3 bhp,5.0,Maruti,Alto,LXi,Comprehensive
2010,175000,58000,Petrol,Individual,Manual,First Owner,19.7 kmpl,796 CC,46.3 bhp,5.0,Maruti,Alto,LXi,Comprehensive
2006,150000,80000,Petrol,Individual,Manual,Second Owner,16.9 kmpl,1497 CC,100 bhp,5.0,Honda,City,2017-2020 VTEC,Third Party
2018,797000,60000,Diesel,Individual,Manual,First Owner,16.5 kmpl,1493 CC,70 bhp,7.0,Mahindra,Bolero,Power Plus SLX,Comprehensive
2019,800000,35000,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 CC,81.86 bhp,5.0,Hyundai,Elite,i20 Asta Option BSIV,Third Party
2019,750000,59872,Diesel,Individual,Manual,First Owner,15.96 kmpl,2523 CC,62.1 bhp,7.0,Mahindra,Bolero,2011-2019 SLX,Comprehensive
2011,400000,140000,Diesel,Individual,Manual,Second Owner,13.5 kmpl,2179 CC,115 bhp,5.0,Mahindra,Scorpio,M2DI,Comprehensive
2012,160000,110000,Petrol,Individual,Manual,First Owner,19.7 kmpl,796 CC,46.3 bhp,5.0,Maruti,Alto,LX,Third Party
2016,700000,91182,Diesel,Individual,Manual,First Owner,15.96 kmpl,2523 CC,62.1 bhp,7.0,Mahindra,Bolero,2011-2019 SLX 2WD BSIII,Comprehensive
2010,160000,60000,Petrol,Individual,Manual,Third Owner,19.7 kmpl,796 CC,46.3 bhp,5.0,Maruti,Alto,LXi,Third Party
2012,400000,100000,Diesel,Individual,Manual,First Owner,21.27 kmpl,1396 CC,88.76 bhp,5.0,Hyundai,i20,Asta 1.4 CRDi,Comprehensive
2013,451000,120000,Diesel,Individual,Manual,First Owner,23.59 kmpl,1364 CC,67.06 bhp,5.0,Toyota,Etios,Liva GD,Comprehensive
2002,40000,80000,Petrol,Individual,Manual,First Owner,16.1 kmpl,796 CC,37 bhp,4.0,Maruti,800,Std BSIII,Third Party
2012,300000,70000,Diesel,Individual,Manual,Third Owner,21.12 kmpl,1248 CC,88.8 bhp,5.0,Tata,Manza,Aura (ABS) Quadrajet BS IV,Comprehensive
2017,421000,59500,Petrol,Individual,Manual,Second Owner,23.1 kmpl,998 CC,67.04 bhp,5.0,Maruti,Celerio,ZXI Optional,Third Party
2000,80000,100000,CNG,Individual,Manual,Second Owner,10.9 km/kg,796 CC, bhp,8.0,Maruti,Omni,CNG,Comprehensive
2016,950000,45000,Diesel,Individual,Manual,First Owner,24.3 kmpl,1248 CC,88.5 bhp,5.0,Maruti,Vitara,Brezza ZDi Plus Dual Tone,Comprehensive
2011,395000,75500,Diesel,Individual,Manual,Second Owner,23.0 kmpl,1396 CC,90 bhp,5.0,Hyundai,i20,1.4 CRDi Asta,Third Party
2016,950000,46000,Diesel,Individual,Manual,Second Owner,24.3 kmpl,1248 CC,88.5 bhp,5.0,Maruti,Vitara,Brezza ZDi Plus Dual Tone,Comprehensive
2013,270000,60000,Petrol,Individual,Manual,First Owner,22.74 kmpl,796 CC,47.3 bhp,5.0,Maruti,Alto,800 LXI,Third Party
2009,360000,60000,Petrol,Individual,Automatic,Second Owner,15.0 kmpl,1396 CC,100 bhp,5.0,Hyundai,i20,1.4 Asta (AT),Comprehensive
2008,235000,152500,Diesel,Individual,Manual,First Owner,17.8 kmpl,1248 CC,75 bhp,5.0,Maruti,Swift,Ldi BSIII,Comprehensive
2014,1850000,60000,Diesel,Individual,Automatic,Second Owner,13.0 kmpl,2143 CC,201.1 bhp,5.0,Mercedes-Benz,E-Class,E250 CDI Avantgrade,Third Party
2017,1650000,69123,Diesel,Dealer,Manual,First Owner,17.1 kmpl,1956 CC,170 bhp,5.0,Jeep,Compass,2.0 Limited Option,Comprehensive
2012,376000,26000,Petrol,Individual,Manual,First Owner,19.4 kmpl,1198 CC,86.8 bhp,5.0,Honda,Brio,V MT,Third Party
2017,875000,77524,Diesel,Dealer,Manual,First Owner,22.7 kmpl,1498 CC,89.84 bhp,5.0,Ford,Ecosport,1.5 DV5 MT Titanium Optional,Comprehensive
2014,459999,40523,Petrol,Dealer,Manual,Second Owner,18.5 kmpl,1197 CC,82.85 bhp,5.0,Hyundai,i20,Sportz 1.2,Comprehensive
2018,755000,39000,Diesel,Dealer,Manual,First Owner,28.4 kmpl,1248 CC,74 bhp,5.0,Maruti,Swift,VDI,Third Party
2019,6223000,7800,Petrol,Dealer,Automatic,Test Drive Car,15.26 kmpl,1798 CC,187.74 bhp,5.0,Audi,A6,35 TFSI Matrix,Comprehensive
2019,5923000,11500,Petrol,Dealer,Automatic,Test Drive Car,15.26 kmpl,1798 CC,187.74 bhp,5.0,Audi,A6,35 TFSI Matrix,Third Party
2019,6523000,23600,Petrol,Dealer,Automatic,Test Drive Car,15.26 kmpl,1798 CC,187.74 bhp,5.0,Audi,A6,35 TFSI Matrix,Comprehensive
2010,1050000,220000,Diesel,Individual,Manual,Second Owner,11.5 kmpl,2982 CC,171 bhp,7.0,Toyota,Fortuner,3.0 Diesel,Comprehensive
2015,1050000,120000,Diesel,Individual,Manual,Second Owner,15.1 kmpl,2179 CC,140 bhp,7.0,Mahindra,XUV500,W8 4WD,Third Party
2018,800000,25000,Petrol,Individual,Automatic,First Owner,21.4 kmpl,1197 CC,83.1 bhp,5.0,Maruti,Baleno,Alpha Automatic,Comprehensive
2015,600000,31000,Diesel,Individual,Manual,Second Owner,25.2 kmpl,1248 CC,74 bhp,5.0,Maruti,Swift,VDI BSIV,Third Party
2017,530000,42000,Petrol,Individual,Manual,First Owner,21.4 kmpl,1197 CC,83.1 bhp,5.0,Maruti,Baleno,Sigma 1.2,Comprehensive
2015,450000,80000,Petrol,Individual,Manual,First Owner,20.85 kmpl,1197 CC,83.14 bhp,5.0,Maruti,Swift,Dzire VXI,Comprehensive
2011,235000,60000,Petrol,Individual,Manual,First Owner,20.92 kmpl,998 CC,67.1 bhp,5.0,Maruti,Alto,K10 2010-2014 VXI,Third Party
2013,550000,240000,Diesel,Individual,Manual,First Owner,23.4 kmpl,1248 CC,74 bhp,5.0,Maruti,Swift,Dzire ZDI,Comprehensive
2013,395000,35000,Petrol,Individual,Automatic,Second Owner,14.3 kmpl,1598 CC,103.5 bhp,5.0,Skoda,Rapid,1.6 MPI AT Elegance,Third Party
2008,150000,120000,Diesel,Individual,Manual,First Owner,12.2 kmpl,1948 CC,68 bhp,9.0,Tata,Sumo,CX 9 Seater,Comprehensive
2015,515000,120000,Diesel,Individual,Manual,Second Owner,20.34 kmpl,1498 CC,103.2 bhp,5.0,Volkswagen,Vento,1.5 TDI Comfortline,Comprehensive
2008,122000,60000,Diesel,Individual,Manual,Second Owner,12.8 kmpl,1995 CC,52 bhp,5.0,Ambassador,Grand,1500 DSZ BSIII,Third Party
2009,160000,35000,Petrol,Individual,Manual,Third Owner,19.81 kmpl,1086 CC,68.05 bhp,5.0,Hyundai,i10,Magna 1.1L,Comprehensive
2007,110000,120000,Petrol,Individual,Manual,Second Owner,19.7 kmpl,796 CC,46.3 bhp,5.0,Maruti,Alto,LX,Third Party
2014,360000,70000,Diesel,Individual,Manual,First Owner,25.2 kmpl,1248 CC,74 bhp,5.0,Maruti,Swift,LDI BSIV,Comprehensive
2011,260000,90000,Diesel,Individual,Manual,Third Owner,16.2 kmpl,1493 CC,110 bhp,5.0,Hyundai,Verna,Transform SX VGT CRDi,Comprehensive
2007,128000,60000,Petrol,Individual,Manual,Second Owner,19.7 kmpl,796 CC,46.3 bhp,5.0,Maruti,Alto,LXi,Third Party
2015,600000,80000,Diesel,Individual,Manual,Second Owner,23.9 kmpl,1582 CC,126.2 bhp,5.0,Hyundai,Verna,1.6 CRDi S,Comprehensive
2010,800000,151000,Diesel,Individual,Manual,Second Owner,11.5 kmpl,2982 CC,171 bhp,7.0,Toyota,Fortuner,3.0 Diesel,Third Party
2019,675000,25000,Diesel,Individual,Manual,First Owner,28.4 kmpl,1248 CC,74.02 bhp,5.0,Maruti,Swift,Dzire VDI,Comprehensive
2010,300000,50000,Petrol,Individual,Manual,First Owner,15.0 kmpl,1586 CC,104.68 bhp,5.0,Maruti,SX4,Zxi BSIII,Comprehensive
2009,125000,80000,Petrol,Individual,Manual,First Owner,16.1 kmpl,796 CC,37 bhp,4.0,Maruti,800,AC,Third Party
2017,550000,25000,Petrol,Individual,Manual,First Owner,18.9 kmpl,1197 CC,82 bhp,5.0,Hyundai,Grand,i10 Asta Option,Comprehensive
2007,150000,80000,Petrol,Individual,Manual,Third Owner,19.7 kmpl,796 CC,46.3 bhp,5.0,Maruti,Alto,LXi,Third Party
2017,891000,80000,Diesel,Individual,Manual,First Owner,15.4 kmpl,2179 CC,120 bhp,7.0,Mahindra,Scorpio,Intelli Hybrid S6 Plus,Comprehensive
2015,1050000,70000,Diesel,Individual,Manual,First Owner,12.99 kmpl,2494 CC,100.6 bhp,7.0,Toyota,Innova,2.5 VX (Diesel) 7 Seater,Comprehensive
2018,750000,15000,Petrol,Individual,Manual,First Owner,21.1 kmpl,998 CC,100.5 bhp,5.0,Maruti,Baleno,RS 1.0 Petrol,Third Party
2012,380000,27500,Petrol,Individual,Manual,First Owner,18.5 kmpl,1197 CC,82.9 bhp,5.0,Hyundai,i20,Magna Optional 1.2,Comprehensive
2013,800000,110000,Diesel,Individual,Manual,Second Owner,12.99 kmpl,2494 CC,100.6 bhp,8.0,Toyota,Innova,2.5 VX (Diesel) 8 Seater,Third Party
2010,200000,120000,Petrol,Individual,Manual,First Owner,15.7 kmpl,1390 CC,75 bhp,5.0,Mahindra,Logan,Petrol 1.4 GLE,Comprehensive
2016,700000,70000,Diesel,Individual,Manual,First Owner,28.09 kmpl,1248 CC,88.5 bhp,5.0,Maruti,Ciaz,VDi Option SHVS,Comprehensive
2002,229999,290000,Diesel,Individual,Manual,First Owner,13.1 kmpl,2446 CC,75 bhp,10.0,Toyota,Qualis,FS B3,Third Party
2010,300000,74000,Petrol,Individual,Manual,Second Owner,12.8 kmpl,2354 CC,177.6 bhp,5.0,Honda,Accord,2.4 MT,Comprehensive
2015,670000,120000,Diesel,Individual,Manual,First Owner,24.2 kmpl,1498 CC,98.6 bhp,7.0,Honda,Mobilio,S i DTEC,Third Party
2007,210000,140000,Petrol,Individual,Manual,First Owner,17.7 kmpl,1497 CC,78 bhp,5.0,Honda,City,2017-2020 GXi,Comprehensive
2017,370000,40000,Petrol,Individual,Manual,First Owner,20.89 kmpl,1197 CC,81.80 bhp,5.0,Maruti,Ignis,1.2 Delta BSIV,Comprehensive
2019,600000,20000,Petrol,Individual,Automatic,First Owner,21.4 kmpl,1197 CC,83.1 bhp,5.0,Maruti,Baleno,Delta Automatic,Third Party
2020,810000,15000,Diesel,Individual,Manual,First Owner,24.3 kmpl,1248 CC,88.5 bhp,5.0,Maruti,Vitara,Brezza VDi,Comprehensive
2019,346000,16000,Petrol,Individual,Manual,First Owner,23.84 kmpl,1199 CC,84 bhp,5.0,Tata,Tiago,1.2 Revotron XE,Third Party
2005,55000,130000,Petrol,Individual,Manual,First Owner,13.0 kmpl,1343 CC,90 bhp,5.0,Honda,City,1.3 EXI,Comprehensive
2012,250000,118000,Diesel,Individual,Manual,Second Owner,13.93 kmpl,2179 CC,138.03 bhp,7.0,Tata,Safari,DICOR 2.2 EX 4x2,Comprehensive
2006,120000,44000,Petrol,Individual,Manual,Second Owner,16.1 kmpl,1298 CC,88.2 bhp,5.0,Maruti,Swift,ZXI BSIII,Third Party
2013,600000,50000,Diesel,Individual,Manual,Second Owner,20.77 kmpl,1248 CC,88.8 bhp,7.0,Maruti,Ertiga,ZDI,Comprehensive
2016,330000,60000,Petrol,Individual,Manual,First Owner,15.37 kmpl,1196 CC,73 bhp,5.0,Maruti,Eeco,5 Seater AC BSIV,Third Party
2014,400000,147000,Petrol,Individual,Manual,Second Owner,18.6 kmpl,1197 CC,81.83 bhp,5.0,Hyundai,i20,Sportz Option 1.2,Comprehensive
2004,100000,40000,Diesel,Individual,Manual,Second Owner,16.8 kmpl,1405 CC,62 bhp,5.0,Tata,Indica,V2 DLS TC,Comprehensive
2014,450000,100000,Petrol,Individual,Manual,Third Owner,19.1 kmpl,1197 CC,85.8 bhp,5.0,Maruti,Swift,Dzire VXI,Third Party
2017,800000,55000,Diesel,Individual,Manual,First Owner,24.52 kmpl,1248 CC,88.5 bhp,7.0,Maruti,Ertiga,SHVS ZDI Plus,Comprehensive
2015,340000,40000,Diesel,Individual,Manual,Second Owner,27.62 kmpl,793 CC,47 bhp,5.0,Maruti,Celerio,ZDi,Third Party
2010,225000,64000,Diesel,Individual,Manual,Third Owner,21.1 kmpl,1248 CC,73.9 bhp,5.0,Maruti,Ritz,VDi,Comprehensive
2002,55000,100000,Petrol,Individual,Manual,Second Owner,17.3 kmpl,993 CC,60 bhp,5.0,Maruti,Zen,LXI,Comprehensive
2016,900000,50000,Diesel,Individual,Manual,First Owner,24.52 kmpl,1248 CC,88.5 bhp,7.0,Maruti,Ertiga,SHVS ZDI Plus,Third Party
2014,2500000,30000,Diesel,Individual,Automatic,First Owner,9.0 kmpl,1984 CC,181 bhp,5.0,Volvo,S60,D4 SUMMUM,Comprehensive
2018,465000,30000,Petrol,Individual,Manual,First Owner,20.51 kmpl,998 CC,67.04 bhp,5.0,Maruti,Wagon,R VXI Plus,Third Party
2004,70000,150000,Petrol,Individual,Manual,First Owner,17.3 kmpl,993 CC,60 bhp,5.0,Maruti,Zen,LXI,Comprehensive
2016,400000,24177,Petrol,Individual,Manual,First Owner,17.57 kmpl,1193 CC,88.7 bhp,5.0,Tata,Zest,Revotron 1.2 XT,Comprehensive
2012,185000,80000,Diesel,Individual,Manual,First Owner,16.1 kmpl,1405 CC,70 bhp,5.0,Tata,Indigo,LX,Third Party
2006,140000,150000,Petrol,Individual,Manual,Second Owner,18.9 kmpl,998 CC,67.1 bhp,5.0,Maruti,Wagon,R LXI,Comprehensive
2015,415000,120000,Diesel,Individual,Manual,Second Owner,21.04 kmpl,1461 CC,83.8 bhp,7.0,Renault,Lodgy,85PS RxE 7 Seater,Third Party
2012,532000,121779,Diesel,Individual,Manual,First Owner,12.05 kmpl,2179 CC,120 bhp,8.0,Mahindra,Scorpio,VLX 2WD AIRBAG BSIV,Comprehensive
2017,600000,56000,Diesel,Individual,Manual,First Owner,27.39 kmpl,1248 CC,74 bhp,5.0,Maruti,Baleno,Delta 1.3,Comprehensive
2008,150000,100000,Petrol,Individual,Manual,Fourth & Above Owner,15.0 kmpl,1586 CC,104.68 bhp,5.0,Maruti,SX4,Vxi BSIII,Third Party
2018,459999,12000,Petrol,Individual,Manual,First Owner,20.4 kmpl,1197 CC,81.80 bhp,5.0,Maruti,Swift,LXI Option,Comprehensive
2017,800000,15381,Diesel,Individual,Manual,First Owner,24.3 kmpl,1248 CC,88.5 bhp,5.0,Maruti,Vitara,Brezza ZDi,Third Party
2011,310000,5000,Diesel,Individual,Manual,First Owner,13.6 kmpl,2523 CC,63 bhp,7.0,Mahindra,Bolero,SLX 4WD BSIII,Comprehensive
2014,475000,40000,Diesel,Individual,Manual,First Owner,19.01 kmpl,1461 CC,108.5 bhp,5.0,Nissan,Terrano,XV Premium 110 PS,Comprehensive
2016,310000,35000,CNG,Individual,Manual,Second Owner,26.6 km/kg,998 CC,58.16 bhp,5.0,Maruti,Wagon,R LXI CNG,Third Party
2018,350000,10000,Petrol,Individual,Manual,First Owner,23.95 kmpl,998 CC,67.05 bhp,5.0,Maruti,Alto,K10 LXI,Comprehensive
2019,1800000,10000,Diesel,Individual,Manual,First Owner,16.0 kmpl,2179 CC,140 bhp,7.0,Mahindra,XUV500,W10 AWD,Third Party
2018,640000,25000,Petrol,Individual,Automatic,First Owner,22.0 kmpl,1197 CC,81.80 bhp,5.0,Maruti,Swift,AMT ZXI BSIV,Comprehensive
2017,350000,50000,Petrol,Individual,Automatic,First Owner,20.51 kmpl,998 CC,67 bhp,5.0,Maruti,Wagon,R AMT VXI,Comprehensive
2018,600000,30000,Petrol,Individual,Manual,First Owner,17.0 kmpl,1198 CC,108.5 bhp,5.0,Tata,Nexon,1.2 Revotron XE,Third Party
2015,575000,23000,Diesel,Individual,Manual,First Owner,23.9 kmpl,1582 CC,126.2 bhp,5.0,Hyundai,Verna,1.6 CRDi SX,Comprehensive
2019,974000,15000,Diesel,Individual,Manual,First Owner,16.55 kmpl,2498 CC,105 bhp,6.0,Mahindra,Thar,CRDe ABS,Third Party
2018,445000,5000,Petrol,Individual,Automatic,Second Owner,20.51 kmpl,998 CC,67 bhp,5.0,Maruti,Wagon,R AMT VXI,Comprehensive
2015,580000,15000,Diesel,Individual,Manual,Second Owner,20.77 kmpl,1248 CC,88.76 bhp,7.0,Maruti,Ertiga,VDI,Comprehensive
2020,1050000,20000,Diesel,Individual,Manual,First Owner,22.1 kmpl,1396 CC,88.7 bhp,5.0,Hyundai,Creta,1.4 EX Diesel,Third Party
2015,600000,50000,Diesel,Individual,Manual,First Owner,22.77 kmpl,1498 CC,98.59 bhp,5.0,Ford,EcoSport,1.5 TDCi Titanium BSIV,Comprehensive
2017,370000,40000,Petrol,Individual,Manual,Second Owner,18.16 kmpl,1196 CC,86.8 bhp,5.0,Ford,Figo,1.2P Ambiente MT,Third Party
2007,150000,70000,Petrol,Individual,Manual,Third Owner,18.2 kmpl,1061 CC,64 bhp,5.0,Maruti,Zen,Estilo 1.1 VXI BSIII,Comprehensive
2017,483000,15000,Petrol,Individual,Manual,First Owner,23.1 kmpl,998 CC,67.04 bhp,5.0,Maruti,Celerio,ZXI Optional,Comprehensive
2016,470000,10000,Petrol,Individual,Manual,First Owner,18.9 kmpl,1197 CC,82 bhp,5.0,Hyundai,Grand,i10 Magna,Third Party
2018,950000,25000,Diesel,Individual,Manual,First Owner,24.3 kmpl,1248 CC,88.5 bhp,5.0,Maruti,Vitara,Brezza ZDi Plus Dual Tone,Comprehensive
2013,450000,50000,Petrol,Individual,Manual,Third Owner,17.01 kmpl,1591 CC,121.3 bhp,5.0,Hyundai,Verna,1.6 VTVT,Third Party
2011,345000,70000,Petrol,Individual,Manual,First Owner,17.6 kmpl,1496 CC,88.7 bhp,5.0,Toyota,Etios,VX,Comprehensive
2020,600000,5000,Petrol,Individual,Automatic,First Owner,20.89 kmpl,1197 CC,81.80 bhp,5.0,Maruti,Ignis,Zeta AMT,Comprehensive
2009,300000,60000,Petrol,Individual,Manual,First Owner,19.0 kmpl,998 CC,66.1 bhp,5.0,Maruti,A-Star,Vxi,Third Party
2007,160000,74800,Petrol,Individual,Manual,Second Owner,18.2 kmpl,998 CC,67.1 bhp,5.0,Maruti,Zen,Estilo VXI BSIII,Comprehensive
2004,120000,80000,Petrol,Individual,Manual,Second Owner,16.1 kmpl,796 CC,37 bhp,4.0,Maruti,800,AC BSIII,Third Party
2012,220000,270000,CNG,Individual,Manual,First Owner,21.94 km/kg,1196 CC,61.7 bhp,5.0,Maruti,Eeco,CNG 5 Seater AC BSIV,Comprehensive
2018,340000,120000,Petrol,Individual,Manual,First Owner,20.3 kmpl,998 CC,68.05 bhp,5.0,Hyundai,EON,1.0 Era Plus,Comprehensive
2007,138000,120000,Petrol,Individual,Manual,Second Owner,17.7 kmpl,1497 CC,78 bhp,5.0,Honda,City,2017-2020 EXi,Third Party
2010,231000,80000,Petrol,Individual,Manual,Third Owner,17.5 kmpl,1298 CC,85.8 bhp,5.0,Maruti,Swift,Dzire VXi,Comprehensive
2013,800000,120000,Diesel,Individual,Manual,Second Owner,15.1 kmpl,2179 CC,140 bhp,7.0,Mahindra,XUV500,W8 4WD,Third Party
2019,960000,20000,Petrol,Individual,Manual,First Owner,17.0 kmpl,1197 CC,108.6 bhp,5.0,Mahindra,XUV300,W8,Comprehensive
2009,120000,70000,Petrol,Individual,Manual,Second Owner,18.9 kmpl,1061 CC,67 bhp,5.0,Maruti,Wagon,R LXI Minor,Comprehensive
